"","cluster","long","lat"
"1",1,-84.4311142424242,33.62522
"2",1,-84.3647805050505,33.62522
"3",1,-84.4311142424242,33.6260541414141
"4",1,-84.3647805050505,33.6260541414141
"5",1,-84.4311142424242,33.6268882828283
"6",1,-84.3647805050505,33.6268882828283
"7",1,-84.4311142424242,33.6277224242424
"8",1,-84.3647805050505,33.6277224242424
"9",1,-84.4311142424242,33.6285565656566
"10",1,-84.3647805050505,33.6285565656566
"11",1,-84.4311142424242,33.6293907070707
"12",1,-84.3906921212121,33.6293907070707
"13",1,-84.3647805050505,33.6293907070707
"14",1,-84.4425153535353,33.6302248484849
"15",1,-84.4331871717172,33.6302248484849
"16",1,-84.3906921212121,33.6302248484849
"17",1,-84.3647805050505,33.6302248484849
"18",1,-84.4435518181818,33.631058989899
"19",1,-84.3906921212121,33.631058989899
"20",1,-84.3647805050505,33.631058989899
"21",1,-84.4435518181818,33.6318931313131
"22",1,-84.3906921212121,33.6318931313131
"23",1,-84.3647805050505,33.6318931313131
"24",1,-84.4435518181818,33.6327272727273
"25",1,-84.3906921212121,33.6327272727273
"26",1,-84.3647805050505,33.6327272727273
"27",1,-84.4435518181818,33.6335614141414
"28",1,-84.3906921212121,33.6335614141414
"29",1,-84.3647805050505,33.6335614141414
"30",1,-84.4435518181818,33.6343955555556
"31",1,-84.3906921212121,33.6343955555556
"32",1,-84.3647805050505,33.6343955555556
"33",1,-84.4435518181818,33.6352296969697
"34",1,-84.3906921212121,33.6352296969697
"35",1,-84.3647805050505,33.6352296969697
"36",1,-84.4435518181818,33.6360638383838
"37",1,-84.3906921212121,33.6360638383838
"38",1,-84.3647805050505,33.6360638383838
"39",1,-84.4425153535353,33.636897979798
"40",1,-84.3906921212121,33.636897979798
"41",1,-84.3647805050505,33.636897979798
"42",1,-84.4425153535353,33.6377321212121
"43",1,-84.3906921212121,33.6377321212121
"44",1,-84.3647805050505,33.6377321212121
"45",1,-84.4425153535353,33.6385662626263
"46",1,-84.3906921212121,33.6385662626263
"47",1,-84.3647805050505,33.6385662626263
"48",1,-84.4425153535353,33.6394004040404
"49",1,-84.3906921212121,33.6394004040404
"50",1,-84.3647805050505,33.6394004040404
"51",1,-84.4435518181818,33.6402345454545
"52",1,-84.3906921212121,33.6402345454545
"53",1,-84.3647805050505,33.6402345454545
"54",1,-84.4435518181818,33.6410686868687
"55",1,-84.3906921212121,33.6410686868687
"56",1,-84.3647805050505,33.6410686868687
"57",1,-84.4435518181818,33.6419028282828
"58",1,-84.3906921212121,33.6419028282828
"59",1,-84.3647805050505,33.6419028282828
"60",1,-84.4435518181818,33.642736969697
"61",1,-84.3906921212121,33.642736969697
"62",1,-84.3647805050505,33.642736969697
"63",1,-84.4435518181818,33.6435711111111
"64",1,-84.3906921212121,33.6435711111111
"65",1,-84.3647805050505,33.6435711111111
"66",1,-84.4435518181818,33.6444052525253
"67",1,-84.3906921212121,33.6444052525253
"68",1,-84.3647805050505,33.6444052525253
"69",1,-84.4435518181818,33.6452393939394
"70",1,-84.3906921212121,33.6452393939394
"71",1,-84.3647805050505,33.6452393939394
"72",1,-84.4435518181818,33.6460735353535
"73",1,-84.3906921212121,33.6460735353535
"74",1,-84.3647805050505,33.6460735353535
"75",1,-84.4435518181818,33.6469076767677
"76",1,-84.3906921212121,33.6469076767677
